Semester,Semester_Week,Duration_In_Min,Gender,Term_Credit_Hours,Term_GPA,Total_Credit_Hours_Earned,Change_in_GPA,Day_of_Week,Month,Hour_of_Day,Course_Level,Class_Standing_BGSU,Expected_Graduation_Yr,Underclassman,Major_Indicated,MATH,STAT
Fall 2016,4,52,FEMALE,17,2.47,149,0.019,Mon,Sep,16,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,55,MALE,19,3.47,132,-0.12,Mon,Sep,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,27,FEMALE,13,2.8,123,-0.752,Mon,Sep,17,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Fall 2016,4,283,MALE,12,3.333,203,-0.403,Mon,Sep,17,Introductory,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,27,FEMALE,14,3.2,131,-0.189,Mon,Sep,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,37,FEMALE,20,4,41,0.084,Mon,Sep,17,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,97,FEMALE,16,3,101,-0.275,Mon,Sep,17,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,107,FEMALE,18,2.285,139,0.266,Mon,Sep,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,58,FEMALE,15,3.583,147,0.176,Mon,Sep,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,8,FEMALE,17,3.823,125,-0.017,Mon,Sep,18,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,64,FEMALE,13,4,133,0.213,Mon,Sep,18,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,36,FEMALE,11,3.545,144,-0.262,Mon,Sep,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,37,FEMALE,6,3.5,131,0.262,Mon,Sep,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,84,FEMALE,19,4,122,0.172,Mon,Sep,18,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,45,MALE,13,3.076,56,0.03,Mon,Sep,18,Introductory,Sophomore,2017,1,TRUE,FALSE,FALSE
Fall 2016,4,45,FEMALE,21,3.8,108,0.35,Mon,Sep,18,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Fall 2016,4,49,FEMALE,14,2.928,151,-0.394,Mon,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,48,FEMALE,17,3.764,132,-0.096,Mon,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,80,FEMALE,16,3.461,67,-0.172,Mon,Sep,19,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,39,MALE,19,2.111,111,-0.529,Mon,Sep,19,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,77,FEMALE,14,3.285,122,-0.201,Mon,Sep,19,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,59,MALE,17,2.882,147,-0.36,Mon,Sep,19,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,96,FEMALE,16,3.687,136,0.182,Mon,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,49,FEMALE,16,3.812,77,0.116,Mon,Sep,19,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,33,FEMALE,16,4,122,0,Mon,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,52,MALE,18,3.6,133,0.585,Mon,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,133,MALE,17,2.352,182,0.233,Mon,Sep,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,39,FEMALE,15,3.5,126,-0.076,Mon,Sep,19,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,20,FEMALE,15,3.2,136,-0.154,Mon,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,11,FEMALE,17,3.823,125,-0.017,Mon,Sep,19,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,50,FEMALE,22,1.857,125,-0.749,Mon,Sep,19,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,52,FEMALE,18,3.833,142,-0.092,Mon,Sep,20,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,49,FEMALE,16,3.533,146,-0.045,Mon,Sep,20,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,58,FEMALE,16,3.437,127,0.157,Mon,Sep,20,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,64,MALE,17,3.823,124,0.502,Tue,Sep,8,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,88,MALE,18,3.437,129,-0.124,Tue,Sep,9,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,89,FEMALE,19,3.842,166,0.176,Tue,Sep,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,121,MALE,12,3.5,173,0.196,Tue,Sep,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,47,FEMALE,14,2.545,125,-0.318,Tue,Sep,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,20,FEMALE,16,3.562,124,0.562,Tue,Sep,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,90,FEMALE,16,4,132,0.083,Tue,Sep,9,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,131,MALE,17,3,148,0.188,Tue,Sep,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,53,MALE,16,2,45,-0.21,Tue,Sep,10,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2016,4,10,MALE,17,4,31,0,Tue,Sep,10,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,28,MALE,12,4,27,0,Tue,Sep,10,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,80,FEMALE,16,3.166,127,-0.052,Tue,Sep,10,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,90,FEMALE,9,4,115,0.059,Tue,Sep,11,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,64,MALE,15,3,167,-0.085,Tue,Sep,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,93,FEMALE,18,4,13,0,Tue,Sep,11,Introductory,Freshman,2019,1,FALSE,TRUE,FALSE
Fall 2016,4,65,FEMALE,18,3.25,123,0.172,Tue,Sep,11,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,64,FEMALE,15,4,154,0.492,Tue,Sep,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,63,FEMALE,17,4,150,0,Tue,Sep,11,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,75,FEMALE,16,4,137,0.31,Tue,Sep,11,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,83,FEMALE,12,2.222,125,-0.431,Tue,Sep,11,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,94,FEMALE,14,3.75,155,0.412,Tue,Sep,12,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,157,MALE,16,3.8,139,0.207,Tue,Sep,12,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,30,MALE,18,3.333,130,0.313,Tue,Sep,12,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Fall 2016,4,12,FEMALE,16,3.375,71,0.155,Tue,Sep,12,Introductory,Junior,2018,1,TRUE,FALSE,FALSE
Fall 2016,4,119,MALE,13,3.307,119,0.728,Tue,Sep,13,Introductory,Senior,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,264,MALE,15,2.8,37,-0.425,Tue,Sep,13,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,131,FEMALE,6,2.5,105,-0.765,Tue,Sep,13,Intermediate,Senior,2017,0,TRUE,FALSE,TRUE
Fall 2016,4,129,FEMALE,15,3.2,125,-0.141,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,127,MALE,3,0,136,-3.186,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,127,FEMALE,16,2.875,134,-0.303,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,127,FEMALE,16,3.076,124,-0.471,Tue,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,129,FEMALE,16,3.812,126,0.677,Tue,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,103,MALE,15,2.666,133,-0.257,Tue,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,79,MALE,16,2,45,-0.21,Tue,Sep,13,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2016,4,63,FEMALE,16,2.937,155,-0.012,Tue,Sep,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,35,MALE,16,4,141,0,Tue,Sep,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,71,MALE,17,2.882,126,0.563,Tue,Sep,14,Intermediate,Extended,2021,0,FALSE,FALSE,TRUE
Fall 2016,4,145,MALE,10,2.333,139,-0.591,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,80,FEMALE,17,3.388,124,-0.087,Tue,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,63,MALE,13,3.8,126,0.349,Tue,Sep,14,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,49,MALE,15,3.6,122,-0.08,Tue,Sep,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,8,MALE,15,2.2,133,-0.336,Tue,Sep,14,Advanced,Extended,2017,0,FALSE,FALSE,FALSE
Fall 2016,4,28,FEMALE,15,2.933,124,0.476,Tue,Sep,14,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,122,MALE,16,3.272,132,0.203,Tue,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,100,FEMALE,12,2.5,89,-0.817,Tue,Sep,15,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Fall 2016,4,60,FEMALE,16,2.937,155,-0.012,Tue,Sep,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,73,MALE,16,3.812,9,-0.188,Tue,Sep,15,Intermediate,Freshman,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,33,MALE,16,3.812,127,0.5,Tue,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,15,MALE,14,2.615,131,0.138,Tue,Sep,15,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,9,MALE,16,3.3,27,0.509,Tue,Sep,15,Intermediate,Freshman,2017,1,TRUE,FALSE,FALSE
Fall 2016,4,39,FEMALE,16,3.25,123,0.061,Tue,Sep,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,42,FEMALE,28,3.777,128,-0.069,Tue,Sep,15,Intermediate,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,107,FEMALE,21,4,144,0.029,Tue,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,156,FEMALE,16,3.307,130,0.643,Tue,Sep,15,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Fall 2016,4,368,MALE,13,2,60,-0.463,Tue,Sep,15,Intermediate,Junior,2017,1,TRUE,FALSE,FALSE
Fall 2016,4,51,FEMALE,18,3.111,122,-0.042,Tue,Sep,15,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,92,MALE,15,2.25,137,-0.472,Tue,Sep,15,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,37,MALE,15,2.25,129,-0.789,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,14,FEMALE,16,3.769,122,0.087,Tue,Sep,16,Intermediate,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,35,FEMALE,13,1.714,65,-0.619,Tue,Sep,16,Intermediate,Junior,2018,1,TRUE,FALSE,FALSE
Fall 2016,4,111,MALE,15,3.2,132,-0.295,Tue,Sep,16,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,129,MALE,18,3.666,159,-0.07,Tue,Sep,16,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,161,FEMALE,15,4,154,0.492,Tue,Sep,16,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,47,FEMALE,18,3.833,123,0.083,Tue,Sep,17,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,9,FEMALE,17,4,135,0.035,Tue,Sep,17,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,99,FEMALE,15,2.4,126,-0.5,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,63,FEMALE,17,3,130,-0.336,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,45,FEMALE,15,2.5,126,-0.069,Tue,Sep,17,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,55,FEMALE,18,2.555,148,-0.191,Tue,Sep,17,Introductory,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,108,FEMALE,13,3.769,24,0.269,Tue,Sep,17,Intermediate,Freshman,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,41,FEMALE,15,2.416,133,-0.441,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,12,MALE,14,4,162,0.058,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,63,MALE,13,3.5,65,1.183,Tue,Sep,17,Introductory,Junior,2018,1,FALSE,TRUE,FALSE
Fall 2016,4,38,MALE,16,3.687,123,-0.04,Tue,Sep,17,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,167,MALE,17,2.294,139,-0.083,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,149,FEMALE,15,3.466,124,0.086,Tue,Sep,17,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,62,MALE,11,2.6,162,-0.417,Tue,Sep,18,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,148,FEMALE,16,4,130,0.19,Tue,Sep,18,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,144,FEMALE,16,3.75,122,-0.063,Tue,Sep,18,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,81,MALE,17,4,31,0,Tue,Sep,18,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,8,FEMALE,18,3.2,136,0.363,Tue,Sep,18,Intermediate,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,50,FEMALE,22,3.75,44,-0.031,Tue,Sep,18,Introductory,Sophomore,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,174,MALE,19,3.625,126,0.131,Tue,Sep,18,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,97,FEMALE,14,3.285,122,-0.201,Tue,Sep,19,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,97,FEMALE,17,3.176,137,-0.354,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,96,FEMALE,16,3.461,67,-0.172,Tue,Sep,19,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,122,FEMALE,16,1.6,40,-0.536,Tue,Sep,19,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2016,4,122,FEMALE,16,1.6,40,-0.536,Tue,Sep,19,Introductory,Sophomore,2018,1,TRUE,FALSE,FALSE
Fall 2016,4,51,FEMALE,18,3.769,134,0.026,Tue,Sep,19,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,36,MALE,18,2.8,165,0.041,Tue,Sep,19,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,94,FEMALE,15,3.266,126,-0.461,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,103,MALE,13,2.9,75,0.35,Tue,Sep,19,Advanced,Junior,2018,1,FALSE,FALSE,FALSE
Fall 2016,4,113,FEMALE,20,3.647,174,-0.212,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,68,FEMALE,18,3.833,142,-0.092,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,81,FEMALE,13,4,145,0.136,Tue,Sep,19,Advanced,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,34,MALE,18,2.8,126,-0.454,Tue,Sep,19,Intermediate,Extended,2018,0,FALSE,FALSE,FALSE
Fall 2016,4,38,FEMALE,16,3,101,-0.275,Tue,Sep,19,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,61,FEMALE,16,3.812,77,0.116,Tue,Sep,19,Advanced,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,49,FEMALE,14,3.785,154,-0.141,Tue,Sep,19,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,56,FEMALE,21,3.388,122,-0.165,Tue,Sep,19,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,14,MALE,13,3,103,0.926,Tue,Sep,19,Introductory,Senior,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,69,FEMALE,17,3.823,185,-0.097,Tue,Sep,19,Advanced,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,112,MALE,13,3.083,167,-0.125,Tue,Sep,19,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,56,MALE,15,4,123,0.265,Tue,Sep,20,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,49,MALE,18,3.666,159,-0.07,Tue,Sep,20,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,109,MALE,12,3,133,-0.266,Wed,Sep,9,Introductory,Extended,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,57,MALE,19,3.666,57,0.764,Wed,Sep,9,Introductory,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2016,4,81,FEMALE,14,4,176,0.375,Wed,Sep,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,32,MALE,16,3.538,129,-0.038,Wed,Sep,9,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,59,FEMALE,12,0,86,-3.406,Wed,Sep,10,Introductory,Junior,2017,0,FALSE,TRUE,FALSE
Fall 2016,4,48,MALE,18,2.666,129,-0.02,Wed,Sep,10,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,48,MALE,15,3.4,128,-0.042,Wed,Sep,10,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,92,MALE,13,2.076,133,-0.963,Wed,Sep,10,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,27,MALE,17,3.222,126,0.607,Wed,Sep,10,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,4,254,MALE,14,2,133,-0.59,Wed,Sep,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,78,FEMALE,16,3.769,129,0.192,Wed,Sep,10,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,103,FEMALE,14,2.545,125,-0.318,Wed,Sep,10,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,77,MALE,12,4,134,0.782,Wed,Sep,10,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,48,FEMALE,13,2.8,123,-0.752,Wed,Sep,10,Intermediate,Extended,2019,0,FALSE,FALSE,TRUE
Fall 2016,4,49,FEMALE,18,2.75,30,-0.625,Wed,Sep,11,Intermediate,Sophomore,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,13,FEMALE,13,2.538,139,0.058,Wed,Sep,11,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,45,MALE,19,3.631,144,0.223,Wed,Sep,11,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,112,FEMALE,12,2.5,89,-0.817,Wed,Sep,12,Introductory,Junior,2017,0,TRUE,TRUE,FALSE
Fall 2016,4,67,MALE,13,2.076,133,-0.963,Wed,Sep,12,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,33,MALE,16,2,45,-0.21,Wed,Sep,12,Advanced,Sophomore,2018,1,TRUE,TRUE,FALSE
Fall 2016,4,110,MALE,18,3.833,138,0.659,Wed,Sep,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,58,MALE,16,2.875,122,-0.137,Wed,Sep,12,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,64,FEMALE,15,3.6,129,0.15,Wed,Sep,12,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,36,FEMALE,13,2.769,122,-0.421,Wed,Sep,13,Advanced,Extended,2019,0,FALSE,FALSE,FALSE
Fall 2016,4,155,FEMALE,13,3.25,150,-0.358,Wed,Sep,13,Advanced,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,256,FEMALE,18,3.823,155,0.069,Wed,Sep,13,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,50,FEMALE,12,3.166,125,0.219,Wed,Sep,13,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,96,MALE,15,4,122,0.11,Wed,Sep,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,36,MALE,14,4,162,0.058,Wed,Sep,13,Introductory,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,117,FEMALE,15,4,126,0.036,Wed,Sep,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,113,FEMALE,16,3.562,135,0.371,Wed,Sep,13,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,63,MALE,13,3.769,128,0.181,Wed,Sep,13,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,84,FEMALE,16,3.25,127,0.009,Wed,Sep,14,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,103,MALE,3,4,137,0.863,Wed,Sep,14,Introductory,Extended,2017,0,TRUE,TRUE,FALSE
Fall 2016,4,60,FEMALE,13,2.538,139,0.058,Wed,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,112,FEMALE,16,3.307,130,0.643,Wed,Sep,14,Intermediate,Extended,2020,0,FALSE,FALSE,TRUE
Fall 2016,4,129,MALE,16,3.692,122,0.362,Wed,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,66,FEMALE,15,1.8,72,0.213,Wed,Sep,14,Intermediate,Junior,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,57,MALE,17,2.882,126,0.032,Wed,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,167,FEMALE,9,2.666,25,-0.106,Wed,Sep,14,Intermediate,Freshman,2017,1,TRUE,FALSE,FALSE
Fall 2016,4,98,FEMALE,10,2.666,15,-1.134,Wed,Sep,14,Intermediate,Freshman,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,90,MALE,15,4,131,0.221,Wed,Sep,14,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,108,FEMALE,14,3.571,125,0.528,Wed,Sep,14,Intermediate,Extended,2018,0,TRUE,FALSE,FALSE
Fall 2016,4,109,FEMALE,15,4,163,0.142,Wed,Sep,14,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,26,MALE,16,2.142,119,-0.176,Wed,Sep,14,Introductory,Senior,2018,0,FALSE,TRUE,FALSE
Fall 2016,4,46,MALE,12,3.25,146,0.414,Wed,Sep,14,Advanced,Extended,2017,0,TRUE,FALSE,FALSE
Fall 2016,4,78,FEMALE,12,2.5,24,-0.125,Wed,Sep,15,Intermediate,Freshman,2017,1,TRUE,FALSE,FALSE
Fall 2016,4,81,MALE,14,0,8,-1.437,Wed,Sep,15,Introductory,Freshman,2017,1,TRUE,TRUE,FALSE
Fall 2016,4,182,MALE,16,2.875,0,-0.442,Wed,Sep,15,Introductory,Freshman,2018,0,FALSE,TRUE,FALSE
Fall 2016,4,183,MALE,16,2.687,138,-0.335,Wed,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,41,MALE,17,3,148,0.188,Wed,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,138,MALE,15,2.8,125,-0.312,Wed,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,69,MALE,19,3.625,126,0.131,Wed,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,41,MALE,15,2.8,132,0.142,Wed,Sep,15,Intermediate,Extended,2017,0,TRUE,FALSE,TRUE
Fall 2016,4,38,FEMALE,13,3.307,126,0.261,Wed,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,38,FEMALE,12,3.333,126,0.212,Wed,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,37,FEMALE,9,3.333,139,-0.208,Wed,Sep,15,Intermediate,Extended,2018,0,TRUE,FALSE,TRUE
Fall 2016,4,163,FEMALE,13,2.6,132,0,Wed,Sep,15,Introductory,Extended,2018,0,TRUE,TRUE,FALSE
Fall 2016,4,111,FEMALE,16,3.625,133,0.252,Wed,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,26,FEMALE,16,3.25,41,-0.513,Wed,Sep,15,Intermediate,Sophomore,2021,0,FALSE,FALSE,TRUE
Fall 2016,4,82,FEMALE,19,3.071,142,-0.225,Wed,Sep,15,Introductory,Extended,2020,0,FALSE,TRUE,FALSE
Fall 2016,4,255,MALE,12,3,69,0.32,Wed,Sep,15,Introductory,Junior,2019,0,FALSE,TRUE,FALSE
Fall 2016,4,76,FEMALE,22,1.857,125,-0.749,Wed,Sep,15,Introductory,Extended,2021,0,FALSE,FALSE,FALSE
Fall 2016,4,67,MALE,15,3.666,123,0.096,Wed,Sep,15,Introductory,Extended,2020,0,FALSE,FALSE,FALSE
Fall 2016,4,13,FEMALE,24,3.285,140,3.285,Wed,Sep,15,Introductory,Extended,2021,0,FALSE,TRUE,FALSE
Fall 2016,4,81,MALE,14,2.785,108,0.108,Wed,Sep,16,Intermediate,Senior,2021,0,FALSE,FALSE,FALSE
